address,final_price,land_area,area,commune,price_per_area,rooms,sale_date,status
Båtsman Stens väg 25,7450000,999.0,104.0,"Bromsten, Stockholms kommun",71635.0,6.0,2025-08-04,Sold
Doktor Robertsons väg 10,6900000,640.0,83.0,"Spånga - Bromsten, Stockholms kommun",83133.0,5.0,2023-11-13,Sold
Smörbrödsvägen 6,9400000,632.0,102.0,"Sköndal - Kakstan, Stockholms kommun",92157.0,6.0,2024-09-12,Available
Bokvägen 25,11100000,11125.0,248.0,"Helenelund, Sollentuna kommun",44758.0,9.0,2023-10-28,Sold
Långlötsvägen 6,15000000,687.0,141.0,"Duvbo, Sundbybergs kommun",106383.0,4.0,2025-11-08,Sold
Barrstigen 3,10700000,500.0,108.0,"Ulvsunda, Stockholms kommun",99074.0,7.0,2024-07-07,Available
Villavägen 22A,11800000,735.0,1795.0,"Töjnan, Sollentuna kommun",65738.0,7.0,2024-12-01,Available
Dalgårdsvägen 26,13600000,556.0,135.0,"Enskededalen, Stockholms kommun",100741.0,6.0,2025-09-14,Available
Dalvägen 80,7150000,176.0,102.0,"Segeltorp, Huddinge kommun",70098.0,5.0,2025-09-08,Sold
Stugvägen 28,12000000,436.0,86.0,"Olovslund, Stockholms kommun",139535.0,5.0,2024-11-10,Available
Terserusvägen 9,20200000,858.0,153.0,"Bromma Bromma Kyrka, Stockholms kommun",132026.0,7.0,2024-04-29,Sold
Berghamnsvägen 41,8900000,600.0,220.0,"Hässelby Södra Villastad, Stockholms kommun",40455.0,7.0,2025-11-21,Sold
Tjädervägen 13,8700000,1143.0,127.0,"Segeltorp, Huddinge kommun",68504.0,5.0,2023-07-20,Available
Kärvbacken 11,7800000,609.0,148.0,"Spånga, Sundby, Stockholms kommun",52703.0,5.0,2023-07-14,Sold
Blodboksgränd 14,6500000,906.0,71.0,"Hässelby Norra Villastad, Stockholms kommun",91549.0,4.0,2023-11-18,Available
Kometvägen 9,6900000,855.0,113.0,"Skälby, Järfälla kommun",61062.0,5.0,2025-03-26,Sold
Börjesonsvägen 5,15550000,729.0,132.0,"Södra Ängby, Stockholms kommun",117803.0,7.0,2023-10-22,Available
Småbrukarvägen 46C,1490000,,21.0,"Spånga - Sundby, Stockholms kommun",70952.0,2.0,2023-11-17,Sold
Höjdvägen 15B,8500000,1602.0,116.0,"Persudde, Tyresö kommun",73276.0,4.0,2024-06-04,Available
Forsfararvägen 4,9300000,1530.0,121.0,"Trångsund, Huddinge kommun",76860.0,6.0,2025-03-31,Sold
Själlandsgatan 85,4200000,327.0,76.0,"Kista, Stockholms kommun",55263.0,3.0,2024-03-30,Available
Wormsövägen 17,13500000,573.0,99.0,"Enskedefältet, Stockholms kommun",136364.0,6.0,2024-09-02,Sold
Byvägen 7,7475000,896.0,148.0,"Spånga Sundby, Stockholms kommun",50507.0,11.0,2024-06-10,Available
Skrakvägen 5,7200000,806.0,146.0,"Segeltorp, Huddinge kommun",49315.0,8.0,2024-12-02,Sold
Långkärrsvägen 3,8400000,1150.0,140.0,"Stuvsta, Huddinge kommun",60000.0,5.0,2023-12-15,Sold
"Mariehällsvägen 22, eget hus ",7000000,,88.0,"Mariehäll, Stockholms kommun",79545.0,3.0,2023-03-02,Available
Kälkbacken 3,10300000,1224.0,134.0,"Spånga Solhem, Stockholms kommun",76866.0,5.0,2023-09-02,Sold
Parkvägen 26,6875000,443.0,144.0,"Fornudden, Tyresö kommun",47743.0,8.0,2023-11-25,Sold
Lievägen 20,7550000,602.0,68.0,"Älvsjö Långbro, Stockholms kommun",111029.0,4.0,2024-01-15,Sold
Giggvägen 15,8300000,558.0,68.0,"Älvsjö/Långbro, Stockholms kommun",122059.0,4.0,2025-01-24,Sold
Danavägen 40,9025000,487.0,93.0,"Norra Ängby, Stockholms kommun",97043.0,7.0,2023-06-16,Sold
Sveavägen 19,9000000,1140.0,163.0,"Töjnan/Tureberg, Sollentuna kommun",55215.0,7.0,2024-12-22,Sold
Vadsbrovägen 19,9300000,569.0,74.0,"Örby, Stockholms kommun",125676.0,5.0,2024-07-14,Available
Linbodavägen 115,7450000,600.0,67.0,"Älvsjö/Herrängen, Stockholms kommun",111194.0,4.0,2024-07-19,Sold
Flötviksvägen 9A,8995000,687.0,140.0,"Hässelby Södra Villastad, Stockholms kommun",64250.0,6.0,2024-01-21,Sold
Poppelvägen 11A,9000000,827.0,228.0,"Järfälla Barkarby, Järfälla kommun",39474.0,8.0,2025-09-08,Available
Skydraget 15,9900000,1120.0,152.0,"Spånga Solhem, Stockholms kommun",65132.0,6.0,2025-02-06,Sold
Granvägen 8A,7850000,996.0,157.0,"Fornudden, Tyresö kommun",50000.0,6.0,2024-05-01,Available
Danielsvägen 11,12500000,911.0,160.0,"Vikdalen, Nacka kommun",78125.0,5.0,2023-01-04,Available
Jakobslundsvägen 9,7450000,801.0,149.0,"Segeltorp, Huddinge kommun",50000.0,5.0,2024-01-12,Available
Pettersbergsvägen 18b,15500000,883.0,195.0,"Mälarhöjden, Stockholms kommun",79487.0,7.0,2024-09-09,Sold
Fyrklöversbackarna 1,8600000,605.0,139.0,"Hässelby Södra Villastad, Stockholms kommun",61871.0,7.0,2023-08-27,Sold
Hermelinstigen 8,25000000,727.0,281.0,"Bromma - Stora Mossen, Stockholms kommun",88968.0,8.0,2024-10-15,Available
Svampvägen 145,15400000,903.0,162.0,"Gamla Enskede, Stockholms kommun",95062.0,6.0,2023-01-05,Available
Hagtornsvägen 33,15700000,763.0,137.0,"Enskededalen, Stockholms kommun",114599.0,8.0,2025-02-05,Sold
Sadelvägen 3B,12150000,844.0,172.0,"Tureberg, Sollentuna kommun",70640.0,8.0,2025-09-09,Sold
Blackensvägen 63,11760000,624.0,164.0,"Älvsjö/Långbro, Stockholms kommun",71707.0,8.0,2024-05-16,Available
Sätragårdsvägen 267,7295000,618.0,125.0,"Sätra, Stockholms kommun",58360.0,,2023-01-21,Available
Myntvägen 11B,10200000,700.0,172.0,"Skälby, Järfälla kommun",59302.0,6.0,2025-05-05,Available
Fyndevägen 5,13000000,1307.0,174.0,"Töjnan, Sollentuna kommun",74713.0,8.0,2024-08-23,Sold
Skogsvägen 38,15000000,691.0,137.0,"Gamla Enskede, Stockholms kommun",109489.0,5.0,2025-01-05,Sold
